Listing_ID,Location,Postal_code,Area,Property_type,Property_sub_type,Furnished,Lease_term,Short_term,Parking_spot,Parking_type,Heating,Water,Electricity,Internet,Cable,Year_built,Price,Age,Neighborhood
280023,"5051 avenue Clanranald - Montréal, QC",H3X 2S3,650.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,Yes,Yes,No,No,No,0,1549,,Hampstead
556909,"1288 rue Saint-Antoine Ouest - Montréal, QC",H3C 0X6,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,Yes,No,No,No,No Info,1800,,Griffintown
568865,"4000 de Maisonneuve Blvd. West - Montréal, QC",H3Z 3M5,523.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,Yes,Yes,Yes,No,No,No Info,1490,,Westmount
568369,"11201 Cavendish - Saint-Laurent, QC",H4R 0R1,601.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,No,No,No,No,2020,1425,2.0,Saint-Laurent
567129,"5480 Avenue Coronation - Montréal, QC",H4V 2E5,700.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,No,No,No,No,0,1350,,Côte Saint-Luc
540343,"2400, 2420, 2444, 2460, 2480, 2500 Rue Benny Crescent - Montréal, QC",,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,No,No,No,No,No Info,910,,
460677,"2900 Cote-de-Liesse - Mount Royal, QC",H4N 2P2,700.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,Yes,Yes,No,No,No,0,910,,Saint-Laurent
481861,"8300, boul. du St-Laurent - Montréal, QC",J4X 0B7,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,No,No,No,No,No Info,1430,,BrossardSouthwest
439026,"455, avenue Racine - Dorval, QC",H9S 3L1,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,No,No,No,No,No Info,975,,Pointe-ClaireDorvalL'Île-Dorval
439035,"1 Place De La Belle-Rive - Laval, QC",H7V 1B1,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,No,No,No,No,No Info,985,,LavalEast Chomedey
439006,"135 Rue Sherbrooke Est - Montréal, QC",H2X 1C6,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,No,No,No,No,No Info,1255,,Mont-Royal
556861,"1300 boulevard René-Lévesque Ouest - Montréal, QC",H3G 0B7,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,Yes,No,No,No,No Info,2500,,Downtown
556893,"1414 rue Chomedey - Montréal, QC",H3H 0A2,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,No,No,No,No,No Info,1650,,Downtown
567139,"10500 boulevard de l'acadie - Ahuntsic-Cartierville, QC",H4N 2V4,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,No,No,No,No,No Info,1195,,Saint-Laurent
429404,"6280 Boulevard Decarie - Montréal, QC",H3X 2K1,450.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,Yes,No,No,No,0,1050,,Hampstead
460676,"3485 Ellendale - Montréal, QC",H3S 1W8,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,Yes,No,No,No,0,1230,,Côte-des-Neiges
528845,"1140 rue Wellington - Montréal, QC",H3C 1V8,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,Yes,Yes,Yes,No,No,No Info,3200,,Griffintown
482545,"725 30e Ave - Lachine, QC",H8S 3Z9,401.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,Yes,Yes,No,No,No,1964,1050,58.0,MontrealEast Lachine
482544,"4605 4615 Ave Van Horne - Montréal, QC",H3W 1H8,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,Yes,Yes,No,No,No,1957,1325,65.0,Côte-des-Neiges
473787,"5175 Sherbooke - Montréal, QC",H4A 1T5,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,No,No,No,No,0,1150,,Notre-Dame-de-Grâce
280014,"1121 rue Mistral - Montréal, QC",H2P 2X7,460.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,Yes,Yes,Yes,No,No,0,1259,,MontrealWest Villeray
402189,"9661 LAJEUNESSE 9661 LAJEUNESSE - Ahuntsic-Cartierville, QC",H3L 2C8,650.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,No,No,No,No,0,1425,,MontrealSouthwest Ahuntsic
371956,"990 Rue Saint-François-Xavier - Saint-Laurent, QC",H4L 5E7,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,No,No,No,No,0,nan,,Saint-Laurent
439012,"2509 Rue Montarville - Montréal, QC",J4L 4C9,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,No,No,No,No,No Info,965,,LongueuilSoutheast
382354,"4454 avenue Coolbrook - Montréal, QC",H4A 3G2,700.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,Yes,Yes,No,No,No,0,1499,,Notre-Dame-de-Grâce
341702,"1150 rue Sherbrooke Est - Montréal, QC",H2L 1L8,563.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,Yes,Yes,Yes,No,No,0,1185,,Le Village
464591,"6311 BOULEVARD GOUIN OUEST - Ahuntsic-Cartierville, QC",H4K 1A7,760.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,Yes,No,No,No,2021,1435,1.0,MontrealSouthwest Cartierville
280022,"625 rue Milton - Montréal, QC",H2X 1W7,370.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,Yes,No,No,No,0,1479,,Mont-Royal
371955,"55 Laframboise - Saint-Laurent, QC",H4N 3B7,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,No,No,No,No,0,1225,,Saint-Laurent
561297,"1484-1492 Jeanne D'Arc - Mercier-Hochelaga-Maisonneuve, QC",H1W 3T4,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,No,No,No,No,No Info,1450,,Montreal(Hochelaga)
553138,"2282 av. Bourbonnière - Mercier-Hochelaga-Maisonneuve, QC",H1W 3P3,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,No,No,No,No,No Info,1195,,Montreal(Hochelaga)
417929,"6661 Cartier - Montréal, QC",H2G 2V8,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,No,No,No,No,2020,1350,2.0,MontrealNortheast Petite-Patrie
341688,"2150 Boulevard de Maisonneuve Ouest - Montréal, QC",H3H 1L2,585.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,Yes,Yes,Yes,No,No,0,1340,,Downtown
444773,"3445 Hutchison - Montréal, QC",H2X 2G1,410.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,Yes,Yes,Yes,No,No,0,1295,,Mont-Royal
393410,"1150 Cote vertu - Saint-Laurent, QC",H4L 1Y5,540.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,Yes,Yes,No,No,No,0,995,,Saint-Laurent
446574,"400 Richmond - Montréal, QC",H3J 1W1,635.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,Yes,No,No,No,2018,1682,4.0,Montreal(Petite-Bourgogne)
567141,"1212 Rue Bishop - Montréal, QC",H3G 2E3,745.0,Apartment,Apartment,Yes,1-year,No Info,No Info,No Info,No,No,No,No,No,0,2100,,Downtown
561110,"1565 René Lévesque O - Montréal, QC",,625.0,Condo,No Info,No Info,1-year,No Info,No Info,No Info,Yes,Yes,Yes,No,No,2021,1730,1.0,
341720,"2166 Boulevard de Maisonneuve Ouest - Montréal, QC",H3H 1L5,506.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,Yes,Yes,Yes,No,No,0,1350,,Downtown
570448,"58 Prince-Arthur E - Montréal, QC",,,Condo,No Info,No Info,1-year,No Info,No Info,No Info,Yes,Yes,Yes,No,No,2015,nan,7.0,
570446,"1223 Rue Mackay - Montréal, QC",H3G 2H5,,Condo,No Info,Yes,1-year,No Info,No Info,No Info,Yes,Yes,Yes,No,No,1990,nan,32.0,Downtown
556829,"1150 rue Saint-Denis - Montréal, QC",H2X 0B3,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,Yes,No,No,No,No Info,1498,,Mont-Royal
561664,"8125 Boul. Du Saint-Laurent - Montréal, QC",,699.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,No,No,No,No,2022,1350,0.0,
384396,"2050 Claremont Ave - Montréal, QC",H3Z 2P8,510.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,Yes,Yes,No,No,No,0,1295,,Westmount
371564,"590 Outremont - Outremont, QC",H2V 3M6,351.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,Yes,No,No,No,No Info,1295,,Outremont
474661,"6920 Fielding - Montréal, QC",H4V 1P5,750.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,Yes,Yes,No,No,No,1960,1150,62.0,Côte Saint-Luc
530392,"3655 Ste-Famille - Montréal, QC",H2X 2L5,280.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,No,No,No,No,No Info,1100,,Mont-Royal
530390,"1570 St-Timothée - Montréal, QC",H2L 3N9,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,No,No,No,No,No Info,1100,,Le Village
341750,"5500 Avenue Borden - Côte Saint-Luc, QC",H4V 2T3,756.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,Yes,Yes,No,No,No,0,1125,,Côte Saint-Luc
346458,"30 Chemin du bord-du-Lac - Pointe-Claire, QC",H9S 4H2,871.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,Yes,Yes,Yes,No,No,0,1420,,Pointe-ClaireDorvalL'Île-Dorval
341694,"3475 rue de la Montagne - Montréal, QC",H3G 2A4,581.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,Yes,Yes,No,Yes,No,0,1495,,Downtown
488424,"5309 Place Lucy - Montréal, QC",H3X 1L1,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,No,No,No,No,No Info,1095,,Hampstead
303726,"5160 avenue Gatineau - Montréal, QC",H3T 1W8,510.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,Yes,Yes,No,No,No,0,1479,,Côte-des-Neiges
460866,"1155 Mackay Street - Montréal, QC",H3G 2H5,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,Yes,Yes,Yes,No,No,0,1549,,Downtown
417087,"1461 rue du College - Saint-Laurent, QC",H4L 3P1,639.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,No,No,No,No,0,1150,,Saint-Laurent
280011,"1101 rue Rachel Est - Montréal, QC",H2J 2J7,550.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,Yes,Yes,Yes,No,No,0,1599,,Mont-Royal
279987,"5550 avenue Trent - Montréal, QC",H4W 2B9,635.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,Yes,Yes,No,No,No,0,1179,,Côte Saint-Luc
439005,"65, Rue Sherbrooke Est - Montréal, QC",H2X 1C4,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,No,No,No,No,No Info,1225,,Mont-Royal
347061,"360 Boulevard René-Lévesque Ouest - Montréal, QC",H2Z 0A6,635.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,Yes,Yes,Yes,No,No,0,1600,,Downtown
347064,"5110 Rue Buchan - Montréal, QC",H4P 0C5,523.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,Yes,Yes,Yes,No,No,2020,1235,2.0,Mount RoyalSouth
347063,"280 Boulevard René-Lévesque Ouest - Montréal, QC",H2Z 0B5,539.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,Yes,Yes,Yes,No,No,2018,1510,4.0,Downtown
567617,"1310 Rue Ottawa - Montréal, QC",H3C 0W9,679.0,Apartment,Apartment,No,1-year,No,1,Underg,Yes,Yes,Yes,Yes,No,2020,1983,2.0,Griffintown
570449,"6201 Côte Saint Luc Rd - Hampstead, QC",H3X 2H2,800.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,No,No,No,No,No Info,1100,,Hampstead
353892,"4300 De Maisonneuve Boulevard West - Montréal, QC",,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,Yes,Yes,No,No,No,0,2539,,
569935,"1235 rue Bishop - Montréal, QC",H3G 0A6,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,Yes,No,No,No,No Info,1500,,Downtown
569915,"1400 avenue des Pins Ouest - Montréal, QC",H3G 1A8,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,Yes,Yes,Yes,No,No,No Info,1410,,Downtown
567127,"4702 Chemin Queen Mary - Montréal, QC",H3W 1W8,750.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,Yes,Yes,No,No,No,0,1000,,Côte-des-Neiges
463611,"30 St-Joseph - Montréal, QC",H2T 1G9,581.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,Yes,Yes,Yes,No,No,No Info,1850,,Mont-Royal
530389,"2705 rue Modugno - Saint-Laurent, QC",H4R 2A8,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,No,No,No,No,No Info,950,,Saint-Laurent
474662,"6001 Chemin de la Côte Saint-Luc - Hampstead, QC",H3X 2G4,700.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,Yes,Yes,No,No,No,1952,1000,70.0,Hampstead
530757,"2121 Tupper Street - Montréal, QC",H3H 1P1,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,Yes,No,No,No,No Info,1575,,Downtown
530393,"4520, boul. Grand - Laval, QC",,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,No,No,No,No,No Info,1200,,
429423,"9399 Lasalle BLVD - Montréal, QC",H8R 2M8,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,Yes,Yes,No,No,No,0,845,,Montreal(LaSalle and Ville Saint-Pierre)
507109,"1375 Croissant Sherwood - Mount Royal, QC",H3R 3C8,,House,Multi-Unit,No Info,1-year,No Info,No Info,No Info,No,No,No,No,No,No Info,1449,,Mount RoyalCentral
371069,"3555 Avenue Atwater - Montréal, QC",H3H 1Y2,760.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,Yes,No,No,No,No,0,1395,,Downtown
371067,"4840 Côte St-Luc Montreal - Montréal, QC",H3W 2H1,680.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,Yes,No,No,No,No,1967,1275,55.0,Côte-des-Neiges
371066,"4400 Sainte-Catherine West - Montréal, QC",H3Z 1R3,580.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,Yes,No,No,No,No,0,1295,,Westmount
439020,"1350 Rue Du Fort - Montréal, QC",H3H 2R7,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,No,No,No,No,No Info,1030,,Downtown
365866,"375 Rue de la Concorde - Montréal, QC",H3A 1J3,645.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,Yes,Yes,Yes,No,No,0,1850,,Downtown
371068,"1530 Dr. Penfield - Montréal, QC",H3G 1C1,,Apartment,Apartment,Yes,1-year,No Info,No Info,No Info,No,Yes,No,No,No,0,nan,,Downtown
570277,"7570 Rue Saint-André - Montréal, QC",H2R 2N7,800.0,Apartment,Apartment,Yes,1-year,No,No Info,Street,No,No,No,No,No,No Info,1600,,MontrealSoutheast Villeray
556918,"1449 rue Saint-Alexandre - Montréal, QC",H3A 2G6,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,Yes,Yes,No,No,No,No Info,1600,,Downtown
570253,"5311 Sherbrooke W - Montréal, QC",H4A 1V3,670.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,No,No,No,No,No Info,1283,,Notre-Dame-de-Grâce
557521,"1955 Maisonneuve Ouest - Montréal, QC",,900.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,No,No,No,No,No Info,1223,,
570018,"1085 rue Smith - Montréal, QC",H3C 0L9,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,Yes,No,No,No,No Info,1390,,Griffintown
569569,"693 Sherbrook Est - Montréal, QC",,750.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,Yes,Yes,No,No,No,No Info,800,,
569567,"2705 Modugno - Saint-Laurent, QC",H4R 2A8,750.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,Yes,Yes,Yes,No,No,1977,950,45.0,Saint-Laurent
567137,"3495 Avenue Ridgewood - Montréal, QC",H3V 1B4,700.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,Yes,Yes,No,No,No,0,1350,,Côte-des-Neiges
567132,"4855 Queen Mary Rd - Montréal, QC",H3W 1X1,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,Yes,Yes,No,No,No,0,1550,,Côte-des-Neiges
531423,"1870 Letourneux - Mercier-Hochelaga-Maisonneuve, QC",H1V 2N1,650.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,Yes,No,No,No,1965,1090,57.0,Montreal(Maisonneuve)
530398,"2400 Chemin d'Oka, - Deux-Montagnes, QC",J7R 1P1,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,No,No,No,No,No Info,810,,Saint-EustacheDeux-Montagnes
530391,"283 Laurier Ouest - Montréal, QC",H2V 2K1,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,No,No,No,No,No Info,1350,,Outremont
482540,"2030 Rue du Fort - Montréal, QC",H3H 2C5,143.0,Apartment,Apartment,Yes,1-year,No Info,No Info,No Info,Yes,Yes,Yes,No,Yes,1915,750,107.0,Downtown
351496,"155 Chemin de la Rive Boisée - Pierrefonds-Roxboro, QC",H8Z 0B1,497.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,No,No,No,No,0,1250,,Montreal(East Pierrefonds)
460868,"1430 rue City Councillors - Montréal, QC",H3B 1B4,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,Yes,Yes,Yes,No,Yes,0,715,,Downtown
407363,"300 BOULEVARD COTE VERTU - Saint-Laurent, QC",H4N 1E1,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,No,No,No,No,0,975,,Saint-Laurent
280025,"6950 avenue Fielding - Montréal, QC",H4V 1P7,750.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,Yes,Yes,No,No,No,0,1249,,Côte Saint-Luc
279992,"5755 avenue Sir Walter Scott - Montréal, QC",H4W 3L4,475.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,Yes,Yes,No,No,No,0,1149,,Côte Saint-Luc
406683,"6300 LENNOX 6275 NORTHCREST - Montréal, QC",,600.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,Yes,Yes,No,No,No,0,1150,,
371071,"3210-3250 Forest Hill - Montréal, QC",H3V 1C7,620.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,Yes,Yes,No,No,No,0,1325,,Côte-des-Neiges
304927,"1900 Rue des Francs-Bourgeois - Boisbriand, QC",J7H 0G6,,Condo,No Info,No,1-year,No,1,Underg,No,Yes,No,Yes,Yes,No Info,1350,,Sainte-ThérèseSouthwest
570047,"2190 Saint-Catherine St W - Montréal, QC",H3H 1M7,500.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,Yes,Yes,No,No,No,2022,1370,0.0,Downtown
449671,"1595-1615-1635 DUDEMAINE - Ahuntsic-Cartierville, QC",H3M 1R2,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,No,No,No,No,0,1195,,MontrealNortheast Cartierville
570041,"2000 boulevard René-Lévesque Ouest - Montréal, QC",H3H 0B3,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,Yes,Yes,Yes,No,No,No Info,1535,,Downtown
341703,"1444 rue Mackay - Montréal, QC",H3G 2H9,506.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,Yes,Yes,No,No,0,1305,,Downtown
439090,"1020 de Bleury street - Montréal, QC",H2Z 0B9,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,No,No,No,No,0,1850,,Downtown
567861,"6880 Gouin E - Montréal-Nord, QC",,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,Yes,Yes,Yes,No,No,1950,1080,72.0,
487134,"1085 Rue Mistral - Montréal, QC",H2P 1S2,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,No,No,No,No,No Info,1195,,MontrealWest Villeray
439095,"4530 Côte-des-Neiges Rd - Montréal, QC",H3V 1G1,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,No,No,No,No,0,1449,,Côte-des-Neiges
530394,"6293 Sherbrooke Est, - Mercier-Hochelaga-Maisonneuve, QC",H1N 1C3,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,No,No,No,No,No Info,800,,MontrealSoutheast Mercier
410174,"2300 Rue Grenet - Saint-Laurent, QC",H4L 4Y9,,Apartment,Apartment,No,1-year,No,5+,Garage,Yes,Yes,Yes,No,No,1981,nan,41.0,Saint-Laurent
548186,"325 & 365 Boulevard Cote-Vertu - Saint-Laurent, QC",,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,Yes,Yes,No,No,No,No Info,840,,
529121,"900 Cure-Labelle Boulevard - Laval, QC",H7V 2V5,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,Yes,No,No,No,No Info,1390,,LavalEast Chomedey
567140,"4820 Chemin De La Côte-Sainte-Catherine - Montréal, QC",H3W 1M3,700.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,No,No,No,No,0,1350,,Côte-des-Neiges
567123,"340 Avenue Willowdale - Outremont, QC",H3T 1G7,800.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,Yes,Yes,No,No,No,0,1400,,Côte-des-Neiges
428250,"1601 Rue Viola Desmond - Montréal, QC",H8N 0G2,800.0,Apartment,Apartment,Yes,1-year,No Info,No Info,No Info,No,No,No,No,No,0,1500,,MontrealNorthwest LaSalle
494008,"5450 Queen Mary - Montréal, QC",H3X 3V3,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,Yes,Yes,No,No,No,No Info,1150,,Hampstead
424422,"580 Avenue Outremont - Outremont, QC",H2V 3M4,400.0,Condo,No Info,No Info,1-year,No Info,No Info,No Info,No,Yes,No,No,No,0,1400,,Outremont
502811,"1280 Saint Marc - Montréal, QC",H3H 2G1,800.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,Yes,Yes,No,No,No,No Info,1375,,Downtown
414540,"9430 Boul. Lacordaire - Montréal, QC",H1R 3N3,508.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,Yes,No,No,No,2019,1250,3.0,MontrealWest Saint-Léonard
439040,"335 Boulevard Deguire - Saint-Laurent, QC",H4N 1P7,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,No,No,No,No,No Info,885,,Saint-Laurent
439033,"3580 Lorne street - Montréal, QC",H2X 2A7,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,No,No,No,No,No Info,1125,,Mont-Royal
439014,"10 250, avenue de Bois-de-Boulogne - Ahuntsic-Cartierville, QC",H4N 1K9,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,No,No,No,No,No Info,885,,Saint-Laurent
371958,"300 Rue Saint-Georges - Saint-Lambert, QC",J4P 3P9,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,Yes,No,Yes,No,No,0,1075,,Saint-LambertNorth
414539,"3280 de la Pépinière - Mercier-Hochelaga-Maisonneuve, QC",,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,Yes,Yes,Yes,No,No,0,995,,
449667,"4840 Edouard Mont-Petit - Montréal, QC",H3W 1P8,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,Yes,No,No,No,No,0,999,,Côte-des-Neiges
534891,"3440 Avenue Ridgewood - Montréal, QC",H3V 1C2,750.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,Yes,No,No,No,No Info,1445,,Côte-des-Neiges
534890,"2100 Rue Saint-Marc - Montréal, QC",H3H 2G6,600.0,Apartment,Apartment,Yes,1-year,No Info,No Info,No Info,No,No,No,No,No,No Info,1485,,Downtown
494636,"6965 de Choisy street - Montréal, QC",H1T 2J6,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,Yes,Yes,Yes,No,No,No Info,1000,,MontrealNorth Rosemont
566627,"6671 Cartier - Montréal, QC",H2G 2V8,600.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,Yes,No,No,No,No,1964,1350,58.0,MontrealNortheast Petite-Patrie
559475,"3720 Queen Marry - Montréal, QC",H3V 1A6,900.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,Yes,No,No,No,No,1960,1950,62.0,Côte-des-Neiges
521871,"4050 Rosemont - Montréal, QC",H1X 1M4,600.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,Yes,Yes,Yes,No,No,No Info,950,,MontrealCentral Rosemont
489294,"4340 Avenue de l'Hotel-de-Ville - Montréal, QC",H2W 2H4,800.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,Yes,No,No,No,1955,1750,67.0,Mont-Royal
508084,"359 St. Pierre - Montréal, QC",H2Y 2L9,1061.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,No,No,No,No,No Info,2100,,Old Montreal
424418,"2021 Avenue Atwater - Montréal, QC",H3H 2P2,700.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,No,No,No,No,0,1445,,Downtown
530756,"5311 Sherbrooke West Street - Montréal, QC",H4A 1V3,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,Yes,No,No,No,No Info,1440,,Notre-Dame-de-Grâce
523445,"500 Clanranald & 5005 - Montréal, QC",,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,Yes,No,No,No,No Info,1365,,
443760,"4615 Bourret ave - Montréal, QC",H3W 1K9,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,Yes,No,No,No,0,1300,,Côte-des-Neiges
443761,"1225 St-Marc - Montréal, QC",H3H 2E7,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,Yes,No,No,No,0,1485,,Downtown
443757,"5765 Côte-Saint-Luc - Hampstead, QC",,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,Yes,No,No,No,0,1395,,
443759,"6955 Fielding ave - Montréal, QC",H4V 1P8,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,Yes,No,No,No,0,1340,,Côte Saint-Luc
424424,"3455 Chemin de la Côte-des-Neiges - Montréal, QC",H3H 1T6,775.0,Condo,No Info,No Info,1-year,No Info,No Info,No Info,Yes,Yes,No,No,No,0,1750,,Downtown
562336,"223 Melville - Montréal, QC",H3Z 2J6,,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,Yes,Yes,No,No,No,1923,1395,99.0,Westmount
532333,"4000 Elsa-Triolet - Laval, QC",H7P 4K1,,Condo,No Info,No Info,1-year,No Info,No Info,No Info,No,Yes,No,No,No,2022,1295,0.0,LavalFabreville
517475,"495 Prince Arthur West - Montréal, QC",H2X 1T4,670.0,Apartment,Apartment,No Info,1-year,No Info,No Info,No Info,No,No,No,No,No,No Info,1495,,Mont-Royal
424423,"3495 Rue de la Montagne - Montréal, QC",H3G 2A5,800.0,Condo,No Info,No Info,1-year,No Info,No Info,No Info,Yes,Yes,No,No,No,0,1795,,Downtown
